sentiment,text
0,"I bought the tempered glass film for my S7. Only the edge does not stick to the entire surface. Despite not using a case, the adhesive on the home button didn't stick. The second attempt also disappointed me."
0,"Everything else is pretty good, but the delivery is too slow. It’s not at the same level as X Dong."
0,Horse Pills
1,Very good quality
0,Searching on other pages I have found it for the same price and free shipping as 10 euros shipping in pass friends there is cheaper
1,Gifts for your partner
1,"It’s all the tragedy caused by the male protagonist, but you still don’t allow me to show you the wonderful things"
0,Defective products
1,"I love this thermos, it's amazing and it's the perfect size. I'm going to use it a lot, for tea and coffee and to be able to take it with me. It comes very well wrapped in bubble wrap and with its box, I recommend it!"
0,"I have not received the limited edition, what I have received is a normal edition with the unpainted weapon, also the appearance is as if it is not finished since the weapon is the color of unpainted plastic. I hope it's a mistake and they fix it."
0,"One of the open perfume bottles came and was scattered inside the plastic, more than half a bottle was lost and this has never happened."
1,Beautiful work nice colour very good quality
0,"Book to review the basics of accounting. Very clear and well written. Many examples and exercises. On the other hand, a very big problem with the book itself because more than two thirds of the pages come off on their own. I specify to be careful. This doesn't make you want to go back for fear that the pages will escape. What a shame that this hardware problem spoils the use of this beautiful work tool."
1,Spinning plate
1,"Purchased for Pentax K-1. To install, wrap the tape around the left and right back of the display and secure it to the sunshade with Velcro. It's a little loose, but it's acceptable since it's not something I use all the time. Rather, we focus on the convenience of being able to fold it into a compact size. It has a moderate depth on the top, bottom, left and right, making it useful for blocking light. I only tried it indoors, but the LCD seems to stand out clearly. Due to the mounting method, it cannot be used with fixed LCDs."
1,Absolute praise
1,"It's great, perfect to find everything"
1,"Very pretty and the description is correct, although after a month of use, the handle is cracking."
1,not necessarily child friendly
1,Satisfied with the product itself but can I know if the tablet comes with its headphones or not. I like to find the packaging already opened when it was shipped
1,"For the price I thought it wouldn't carry much. and it works perfect. Only one defect, I have a Bluetooth speaker and it does not activate with it, I have to plug it into the cell phone first and when it has been activated, transfer it to the speaker."
0,Double 11 is more expensive than usual
0,Low quality material. the 'plastic' that makes the hat tore after 3 uses. Money thrown out the window. I do not recommend
